area_name,area_type,time_of_day,lighting_quality,crime_rate,crowd_density,incident_count,cctv_coverage,police_distance_km,safety_score,safety_label,lat,lng,ward_no,women_safety_risk,street_light_coverage,police_station_nearby,ncrb_crime_intensity
Kesar Bagh,residential,5,good,low,low,1,yes,2.3,59.0,Medium,22.7189,75.8734,29,low,partial,0,0.6
Scheme 78,residential,13,good,low,medium,4,yes,2.2,93.3,Safe,22.7467,75.8756,78,low,full,0,0.37
Sarafa Bazar,market,4,good,low,low,8,yes,0.9,53.1,Medium,22.7167,75.8554,9,low,partial,0,0.89
South Tukoganj,commercial,16,good,low,high,2,yes,0.8,95.9,Safe,22.7148,75.8826,12,low,full,0,0.41
Tilak Nagar,residential,12,medium,medium,low,9,no,4.2,46.3,Medium,22.7089,75.8734,10,low,partial,1,0.37
Chhota Bangarda,residential,14,medium,medium,low,14,no,5.0,40.9,Medium,22.7823,75.9123,76,low,none,0,0.41
Kanadiya Road,isolated,1,poor,high,low,19,no,8.0,7.8,Unsafe,22.7823,75.8456,82,low,partial,0,1.02
Scheme 54,residential,8,good,low,medium,4,yes,2.5,88.3,Safe,22.7411,75.8673,54,low,full,1,0.37
Loha Mandi,industrial,15,poor,high,low,23,no,7.0,21.0,Unsafe,22.7089,75.8512,14,high,none,0,0.66
Jawahar Marg,commercial,15,good,low,high,5,yes,1.5,95.1,Safe,22.7178,75.8712,22,low,partial,0,0.49
Malwa Mill,industrial,9,poor,high,low,31,no,6.0,6.5,Unsafe,22.7234,75.8345,16,high,none,0,0.67
Nipania,residential,22,good,low,low,2,yes,2.2,59.3,Medium,22.7634,75.9123,71,low,partial,0,0.57
Musakhedi,residential,13,poor,high,low,40,no,6.0,24.7,Unsafe,22.7134,75.8734,27,medium,partial,0,0.41
Limbodi,residential,19,medium,medium,low,7,no,5.5,28.1,Unsafe,22.8123,75.8456,84,medium,partial,0,0.39
Juni Indore,market,16,medium,medium,medium,9,no,3.0,41.9,Medium,22.7123,75.8512,16,high,partial,0,0.61
Pardeshipura,industrial,21,medium,medium,low,16,no,5.0,20.4,Unsafe,22.7289,75.8534,33,medium,partial,1,0.98
Sudama Nagar,residential,0,medium,medium,low,15,no,4.5,14.0,Unsafe,22.6891,75.8731,4,low,partial,0,0.6
Palasia,commercial,23,good,low,medium,4,yes,1.5,66.0,Medium,22.7197,75.8772,32,low,full,1,0.6
Nemawar Road,isolated,13,poor,high,low,36,no,7.5,9.0,Unsafe,22.6543,75.8234,2,high,none,0,0.82
Murai Mohalla,residential,0,medium,medium,low,8,no,4.5,5.1,Unsafe,22.7145,75.8478,13,high,partial,0,0.53
Loha Mandi,industrial,15,poor,high,low,38,no,7.0,21.3,Unsafe,22.7089,75.8512,14,high,none,0,0.69
Sudama Nagar,residential,0,medium,medium,low,13,no,4.5,14.2,Unsafe,22.6891,75.8731,4,low,partial,0,0.58
Anand Bazaar,commercial,13,good,low,high,3,yes,1.6,95.7,Safe,22.7167,75.8623,21,low,partial,0,0.43
Nanda Nagar,residential,16,medium,low,medium,6,yes,2.5,82.2,Safe,22.7456,75.8956,64,low,partial,0,0.38
Geeta Bhawan,residential,19,good,low,medium,2,yes,2.8,87.7,Safe,22.7242,75.882,38,low,full,0,0.43
Aerodrome Road,commercial,0,good,low,low,3,yes,2.0,59.1,Medium,22.7234,75.8012,25,low,partial,1,0.59
Chambal Colony,residential,13,poor,high,low,23,no,6.5,19.1,Unsafe,22.7289,75.8478,35,low,partial,0,0.4
AB Road,commercial,19,good,low,high,3,yes,1.3,90.0,Safe,22.7233,75.8958,52,low,full,0,0.5
Geeta Bhawan,residential,21,good,low,medium,4,yes,2.8,65.9,Medium,22.7242,75.882,38,low,full,0,0.61
Rau,residential,4,medium,low,low,17,no,4.0,29.8,Unsafe,22.6734,75.8123,1,low,partial,1,0.52
Bhanwarkuan,residential,5,medium,medium,low,10,no,3.5,19.7,Unsafe,22.6812,75.8645,3,low,partial,0,0.53
Govind Colony,residential,2,medium,low,low,5,no,3.8,37.6,Unsafe,22.7312,75.8912,47,low,partial,0,0.54
Scheme 140,residential,14,good,low,medium,3,yes,2.8,92.6,Safe,22.7634,75.8734,69,low,partial,0,0.44
Dwarkapuri,residential,5,good,low,low,7,yes,2.5,56.0,Medium,22.7423,75.8867,46,low,partial,0,0.6
Chambal Colony,residential,13,poor,high,low,22,no,6.5,19.6,Unsafe,22.7289,75.8478,35,low,partial,0,0.44
Sanwer Road Indl,industrial,6,poor,high,low,48,no,7.0,20.4,Unsafe,22.7456,75.8123,74,medium,partial,0,0.69
Kanadiya,residential,22,medium,medium,low,14,no,4.5,14.7,Unsafe,22.7934,75.8456,83,low,partial,1,0.53
Musakhedi,residential,0,poor,high,low,40,no,6.0,6.5,Unsafe,22.7134,75.8734,27,medium,partial,0,0.59
Anand Bazaar,commercial,15,good,low,high,4,yes,1.6,95.3,Safe,22.7167,75.8623,21,low,partial,0,0.47
Nemawar Road,isolated,21,poor,high,low,34,no,7.5,12.2,Unsafe,22.6543,75.8234,2,high,none,0,1.01
AB Road,commercial,19,good,low,high,2,yes,1.3,90.0,Safe,22.7233,75.8958,52,low,full,0,0.5
Rau,residential,12,medium,low,medium,10,no,4.0,67.8,Medium,22.6734,75.8123,1,low,partial,1,0.42
Jawahar Marg,commercial,19,good,low,medium,7,yes,1.5,85.0,Safe,22.7178,75.8712,22,low,partial,0,0.4
Bapat Square,commercial,12,good,low,high,2,yes,1.4,95.2,Safe,22.7234,75.8867,36,low,full,0,0.48
Palasia,commercial,21,good,low,high,4,yes,1.5,68.9,Medium,22.7197,75.8772,32,low,full,1,0.61
Scheme 140,residential,3,good,low,low,2,yes,2.8,59.2,Medium,22.7634,75.8734,69,low,partial,0,0.58
Tejaji Nagar,residential,7,medium,medium,medium,17,no,3.2,35.6,Unsafe,22.6934,75.8345,23,medium,partial,0,0.44
Pigdambar,isolated,22,poor,medium,low,29,no,8.0,7.3,Unsafe,22.8234,75.9234,87,low,none,0,0.96
Chambal Colony,residential,2,poor,high,low,34,no,6.5,22.3,Unsafe,22.7289,75.8478,35,low,partial,0,0.52
Bambori,isolated,6,poor,high,low,32,no,8.5,17.5,Unsafe,22.8234,75.8623,86,low,none,0,0.76
Manik Bagh,residential,19,good,low,medium,3,yes,2.1,87.9,Safe,22.6934,75.8823,6,low,partial,0,0.41
MG Road,commercial,17,good,low,high,2,yes,1.0,90.7,Safe,22.7196,75.8799,18,low,full,1,0.43
Vijay Nagar,commercial,12,good,low,high,9,yes,1.2,92.4,Safe,22.7343,75.8867,45,low,full,1,0.46
Hira Nagar,residential,8,medium,low,medium,11,no,3.0,63.8,Medium,22.7534,75.8823,62,low,partial,0,0.42
Scheme 94,residential,9,good,low,medium,2,yes,2.0,88.3,Safe,22.7534,75.8612,94,low,partial,0,0.37
Tejpur Gadbadi,isolated,13,poor,high,low,39,no,9.5,11.6,Unsafe,22.7534,75.9345,73,low,none,0,0.81
Sapna Sangeeta,commercial,6,good,low,medium,3,yes,1.8,87.7,Safe,22.7273,75.88,41,low,full,0,0.43
Bicholi Mardana,residential,2,poor,medium,low,15,no,5.5,6.3,Unsafe,22.7734,75.9234,77,medium,partial,0,0.56
Sanwer Road Indl,industrial,12,poor,high,low,18,no,7.0,11.2,Unsafe,22.7456,75.8123,74,medium,partial,0,0.74
Bambori,isolated,6,poor,high,low,28,no,8.5,11.5,Unsafe,22.8234,75.8623,86,low,none,0,0.83
Pigdambar,isolated,21,poor,medium,low,29,no,8.0,19.6,Unsafe,22.8234,75.9234,87,low,none,0,0.96
Betma Road,isolated,1,poor,high,low,35,no,9.0,17.8,Unsafe,22.7123,75.7723,79,high,none,0,0.99
Lasudia,residential,17,poor,medium,low,13,no,5.0,24.2,Unsafe,22.7567,75.9234,72,low,partial,1,0.38
Bada Rawla Naka,market,6,medium,medium,low,19,no,3.5,34.5,Unsafe,22.7089,75.8556,19,low,partial,0,0.55
Super Corridor,commercial,14,good,low,medium,3,yes,2.0,92.2,Safe,22.8123,75.8934,85,low,full,0,0.48
Chappan Dukan,market,11,good,low,high,7,yes,1.0,90.9,Safe,22.7312,75.8823,43,low,full,0,0.61
Chappan Dukan,market,0,good,low,low,1,yes,1.0,56.8,Medium,22.7312,75.8823,43,low,full,0,0.82
South Tukoganj,commercial,10,good,low,high,4,yes,0.8,95.3,Safe,22.7148,75.8826,12,low,full,0,0.47
Limbodi,residential,10,medium,medium,low,9,no,5.5,32.9,Unsafe,22.8123,75.8456,84,medium,partial,0,0.41
Dwarkapuri,residential,2,good,low,low,4,yes,2.5,59.5,Medium,22.7423,75.8867,46,low,partial,0,0.55
Geeta Bhawan,residential,11,good,low,medium,3,yes,2.8,93.5,Safe,22.7242,75.882,38,low,full,0,0.35
Raoji Bazar,market,3,medium,medium,low,9,yes,1.8,16.0,Unsafe,22.7198,75.8534,11,high,partial,0,0.8
Murai Mohalla,residential,16,medium,medium,low,20,no,4.5,25.6,Unsafe,22.7145,75.8478,13,high,partial,0,0.44
Old Railway Lanes,isolated,0,poor,high,low,37,no,6.5,22.7,Unsafe,22.7134,75.8423,15,high,none,0,1.04
Scheme 94,residential,21,good,low,medium,4,yes,2.0,66.4,Medium,22.7534,75.8612,94,low,partial,0,0.56
MG Road,commercial,3,good,low,low,3,yes,1.0,58.4,Medium,22.7196,75.8799,18,low,full,1,0.66
Aerodrome Road,commercial,1,good,low,low,5,yes,2.0,58.6,Medium,22.7234,75.8012,25,low,partial,1,0.64
Murai Mohalla,residential,23,medium,medium,low,15,no,4.5,14.4,Unsafe,22.7145,75.8478,13,high,partial,0,0.52
Navlakha,commercial,1,medium,low,low,1,yes,1.8,44.1,Medium,22.7156,75.8689,20,medium,partial,1,0.59
Tilak Nagar,residential,13,medium,medium,low,5,no,4.2,49.2,Medium,22.7089,75.8734,10,low,partial,1,0.38
LIG Colony,residential,19,good,low,medium,1,yes,2.4,87.6,Safe,22.7423,75.8734,55,low,partial,1,0.44
Tejpur Gadbadi,isolated,18,poor,high,low,60,no,9.5,7.4,Unsafe,22.7534,75.9345,73,low,none,0,0.83
Scheme 78,residential,3,good,low,low,2,yes,2.2,59.0,Medium,22.7467,75.8756,78,low,full,0,0.6
Vijay Nagar,commercial,20,good,low,high,10,yes,1.2,65.3,Medium,22.7343,75.8867,45,low,full,1,0.67
South Tukoganj,commercial,13,good,low,high,3,yes,0.8,95.8,Safe,22.7148,75.8826,12,low,full,0,0.42
Hira Nagar,residential,0,medium,low,low,9,no,3.0,40.7,Medium,22.7534,75.8823,62,low,partial,0,0.53
Sudama Nagar,residential,18,medium,medium,low,8,no,4.5,41.4,Medium,22.6891,75.8731,4,low,partial,0,0.36
South Tukoganj,commercial,4,good,low,low,2,yes,0.8,58.4,Medium,22.7148,75.8826,12,low,full,0,0.66
Bicholi Mardana,residential,5,poor,medium,low,17,no,5.5,19.3,Unsafe,22.7734,75.9234,77,medium,partial,0,0.6
Navlakha,commercial,17,medium,low,high,2,yes,1.8,75.6,Safe,22.7156,75.8689,20,medium,partial,1,0.44
Sanwer Road Indl,industrial,1,poor,high,low,37,no,7.0,20.2,Unsafe,22.7456,75.8123,74,medium,partial,0,0.99
Kanadiya Road,isolated,18,poor,high,low,58,no,8.0,16.2,Unsafe,22.7823,75.8456,82,low,partial,0,0.77
Vijay Nagar,commercial,0,good,low,low,4,yes,1.2,58.3,Medium,22.7343,75.8867,45,low,full,1,0.67
Sarafa Bazar,market,14,good,low,high,7,yes,0.9,90.6,Safe,22.7167,75.8554,9,low,partial,0,0.64
Super Corridor,commercial,16,good,low,medium,1,yes,2.0,92.0,Safe,22.8123,75.8934,85,low,full,0,0.5
Khajrana,residential,6,medium,medium,low,10,no,3.5,33.7,Unsafe,22.7395,75.9107,61,medium,partial,1,0.43
Rau,residential,1,medium,low,low,10,no,4.0,34.0,Unsafe,22.6734,75.8123,1,low,partial,1,0.6
Palda,residential,8,medium,medium,low,7,no,5.0,41.5,Medium,22.6734,75.9123,24,low,partial,0,0.35
Navlakha,commercial,5,medium,low,low,5,yes,1.8,43.5,Medium,22.7156,75.8689,20,medium,partial,1,0.65
Bicholi Mardana,residential,0,poor,medium,low,18,no,5.5,20.4,Unsafe,22.7734,75.9234,77,medium,partial,0,0.54
Rau,residential,5,medium,low,low,18,no,4.0,29.0,Unsafe,22.6734,75.8123,1,low,partial,1,0.6
Super Corridor,commercial,0,good,low,low,3,yes,2.0,58.4,Medium,22.8123,75.8934,85,low,full,0,0.66
Geeta Bhawan,residential,3,good,low,low,1,yes,2.8,59.0,Medium,22.7242,75.882,38,low,full,0,0.6
Pigdambar,isolated,3,poor,medium,low,29,no,8.0,14.9,Unsafe,22.8234,75.9234,87,low,none,0,1.03
Loha Mandi,industrial,18,poor,high,low,30,no,7.0,15.5,Unsafe,22.7089,75.8512,14,high,none,0,0.68
Juni Indore,market,3,medium,medium,low,15,no,3.0,13.6,Unsafe,22.7123,75.8512,16,high,partial,0,0.87
Scheme 140,residential,0,good,low,low,2,yes,2.8,59.8,Medium,22.7634,75.8734,69,low,partial,0,0.52
Nemawar Road,isolated,15,poor,high,low,38,no,7.5,5.5,Unsafe,22.6543,75.8234,2,high,none,0,0.84
Jawahar Marg,commercial,19,good,low,high,2,yes,1.5,90.1,Safe,22.7178,75.8712,22,low,partial,0,0.49
Juni Indore,market,17,medium,medium,medium,6,no,3.0,37.3,Unsafe,22.7123,75.8512,16,high,partial,0,0.57
Lasudia,residential,23,poor,medium,low,14,no,5.0,7.2,Unsafe,22.7567,75.9234,72,low,partial,1,0.59
Limbodi,residential,3,medium,medium,low,19,no,5.5,5.6,Unsafe,22.8123,75.8456,84,medium,partial,0,0.56
Tilak Nagar,residential,11,medium,medium,low,8,no,4.2,46.2,Medium,22.7089,75.8734,10,low,partial,1,0.38
Sarafa Bazar,market,12,good,low,high,4,yes,0.9,93.7,Safe,22.7167,75.8554,9,low,partial,0,0.63
Bambori,isolated,7,poor,high,low,24,no,8.5,17.7,Unsafe,22.8234,75.8623,86,low,none,0,0.77
Anand Bazaar,commercial,6,good,low,medium,5,yes,1.6,88.0,Safe,22.7167,75.8623,21,low,partial,0,0.4
Manik Bagh,residential,9,good,low,medium,2,yes,2.1,88.3,Safe,22.6934,75.8823,6,low,partial,0,0.37
Bada Rawla Naka,market,21,medium,medium,medium,6,no,3.5,23.8,Unsafe,22.7089,75.8556,19,low,partial,0,0.82
Kanadiya,residential,20,medium,medium,medium,12,no,4.5,21.0,Unsafe,22.7934,75.8456,83,low,partial,1,0.6
Scheme 94,residential,17,good,low,medium,2,yes,2.0,87.5,Safe,22.7534,75.8612,94,low,partial,0,0.45
Vijay Nagar,commercial,0,good,low,low,6,yes,1.2,55.9,Medium,22.7343,75.8867,45,low,full,1,0.61
Nemawar Road,isolated,3,poor,high,low,39,no,7.5,11.3,Unsafe,22.6543,75.8234,2,high,none,0,1.01
Tilak Nagar,residential,21,medium,medium,low,13,no,4.2,14.5,Unsafe,22.7089,75.8734,10,low,partial,1,0.55
Siyaganj,market,20,medium,medium,high,15,yes,2.0,20.1,Unsafe,22.7212,75.8623,17,high,partial,1,0.89
Sarafa Bazar,market,7,good,low,high,4,yes,0.9,89.0,Safe,22.7167,75.8554,9,low,partial,0,0.6
South Tukoganj,commercial,9,good,low,high,5,yes,0.8,90.1,Safe,22.7148,75.8826,12,low,full,0,0.49
Hatod Road,isolated,6,poor,high,low,50,no,8.5,15.2,Unsafe,22.7823,75.7934,81,low,none,0,0.76
Old Railway Lanes,isolated,8,poor,high,low,38,no,6.5,23.2,Unsafe,22.7134,75.8423,15,high,none,0,0.85
LIG Colony,residential,22,good,low,low,3,yes,2.4,59.7,Medium,22.7423,75.8734,55,low,partial,1,0.53
Limbodi,residential,11,medium,medium,low,6,no,5.5,32.5,Unsafe,22.8123,75.8456,84,medium,partial,0,0.45
Scheme 78,residential,19,good,low,medium,2,yes,2.2,88.2,Safe,22.7467,75.8756,78,low,full,0,0.38
South Tukoganj,commercial,21,good,low,high,4,yes,0.8,69.1,Medium,22.7148,75.8826,12,low,full,0,0.59
Dwarkapuri,residential,11,good,low,medium,6,yes,2.5,90.1,Safe,22.7423,75.8867,46,low,partial,0,0.39
Sapna Sangeeta,commercial,13,good,low,high,4,yes,1.8,95.3,Safe,22.7273,75.88,41,low,full,0,0.47
Dwarkapuri,residential,10,good,low,medium,6,yes,2.5,90.2,Safe,22.7423,75.8867,46,low,partial,0,0.38
Bicholi Mardana,residential,1,poor,medium,low,12,no,5.5,10.0,Unsafe,22.7734,75.9234,77,medium,partial,0,0.57
Khajrana,residential,9,medium,medium,medium,14,no,3.5,36.0,Unsafe,22.7395,75.9107,61,medium,partial,1,0.4
Murai Mohalla,residential,12,medium,medium,low,6,no,4.5,31.1,Unsafe,22.7145,75.8478,13,high,partial,0,0.39
Bambori,isolated,12,poor,high,low,46,no,8.5,13.2,Unsafe,22.8234,75.8623,86,low,none,0,0.81
Aerodrome Road,commercial,20,good,low,medium,2,yes,2.0,65.9,Medium,22.7234,75.8012,25,low,partial,1,0.61
Kanadiya,residential,17,medium,medium,medium,6,no,4.5,47.8,Medium,22.7934,75.8456,83,low,partial,1,0.42
Mhow Road,commercial,14,medium,medium,medium,4,yes,3.5,64.0,Medium,22.6534,75.8234,26,low,partial,0,0.4
Chambal Colony,residential,21,poor,high,low,38,no,6.5,20.1,Unsafe,22.7289,75.8478,35,low,partial,0,0.6
Chappan Dukan,market,6,good,low,medium,7,yes,1.0,83.0,Safe,22.7312,75.8823,43,low,full,0,0.6
Aerodrome Road,commercial,11,good,low,medium,3,yes,2.0,92.3,Safe,22.7234,75.8012,25,low,partial,1,0.47
Siyaganj,market,9,medium,medium,high,6,yes,2.0,47.8,Medium,22.7212,75.8623,17,high,partial,1,0.62
Juni Indore,market,10,medium,medium,medium,17,no,3.0,36.8,Unsafe,22.7123,75.8512,16,high,partial,0,0.62
Bhawarkuan,residential,4,medium,medium,low,12,no,3.8,14.5,Unsafe,22.6812,75.8645,3,low,partial,1,0.55
Pigdambar,isolated,12,poor,medium,low,26,no,8.0,9.6,Unsafe,22.8234,75.9234,87,low,none,0,0.76
Hatod Road,isolated,15,poor,high,low,38,no,8.5,6.5,Unsafe,22.7823,75.7934,81,low,none,0,0.82
Hira Nagar,residential,4,medium,low,low,4,no,3.0,43.6,Medium,22.7534,75.8823,62,low,partial,0,0.54
Betma Road,isolated,0,poor,high,low,39,no,9.0,10.8,Unsafe,22.7123,75.7723,79,high,none,0,0.98
Scheme 140,residential,12,good,low,medium,3,yes,2.8,92.7,Safe,22.7634,75.8734,69,low,partial,0,0.43
Sudama Nagar,residential,16,medium,medium,low,20,no,4.5,40.8,Medium,22.6891,75.8731,4,low,partial,0,0.42
Tejaji Nagar,residential,23,medium,medium,low,12,no,3.2,7.6,Unsafe,22.6934,75.8345,23,medium,partial,0,0.54
AB Road,commercial,11,good,low,high,1,yes,1.3,95.7,Safe,22.7233,75.8958,52,low,full,0,0.43
Vijay Nagar,commercial,13,good,low,high,3,yes,1.2,95.6,Safe,22.7343,75.8867,45,low,full,1,0.44
Palda,residential,10,medium,medium,low,16,no,5.0,41.1,Medium,22.6734,75.9123,24,low,partial,0,0.39
South Tukoganj,commercial,1,good,low,low,1,yes,0.8,58.9,Medium,22.7148,75.8826,12,low,full,0,0.61
Old Railway Lanes,isolated,0,poor,high,low,36,no,6.5,8.2,Unsafe,22.7134,75.8423,15,high,none,0,0.96
Tilak Nagar,residential,5,medium,medium,low,9,no,4.2,19.5,Unsafe,22.7089,75.8734,10,low,partial,1,0.55
Kanadiya,residential,9,medium,medium,medium,11,no,4.5,42.6,Medium,22.7934,75.8456,83,low,partial,1,0.44
Betma Road,isolated,7,poor,high,low,54,no,9.0,23.6,Unsafe,22.7123,75.7723,79,high,none,0,0.82
Siyaganj,market,21,medium,medium,high,12,yes,2.0,20.2,Unsafe,22.7212,75.8623,17,high,partial,1,0.88
Nipania,residential,6,good,low,low,2,yes,2.2,80.9,Safe,22.7634,75.9123,71,low,partial,0,0.41
Scheme 78,residential,19,good,low,low,3,yes,2.2,81.2,Safe,22.7467,75.8756,78,low,full,0,0.38
Bhanwarkuan,residential,15,medium,medium,medium,12,no,3.5,48.0,Medium,22.6812,75.8645,3,low,partial,0,0.4
Nanda Nagar,residential,15,medium,low,medium,6,yes,2.5,82.5,Safe,22.7456,75.8956,64,low,partial,0,0.35
Jawahar Marg,commercial,5,good,low,low,5,yes,1.5,58.9,Medium,22.7178,75.8712,22,low,partial,0,0.61
Juni Indore,market,9,medium,medium,medium,11,no,3.0,32.1,Unsafe,22.7123,75.8512,16,high,partial,0,0.59
Rajwada,market,2,medium,medium,low,11,yes,1.5,18.5,Unsafe,22.718,75.8573,8,medium,partial,1,0.85
Rau Bypass,isolated,22,poor,high,low,44,no,7.5,21.2,Unsafe,22.6623,75.8034,1,high,none,0,1.02
Lasudia,residential,18,poor,medium,low,17,no,5.0,24.0,Unsafe,22.7567,75.9234,72,low,partial,1,0.4
Nanda Nagar,residential,18,medium,low,medium,6,yes,2.5,77.1,Safe,22.7456,75.8956,64,low,partial,0,0.39
Malwa Mill,industrial,16,poor,high,low,43,no,6.0,17.7,Unsafe,22.7234,75.8345,16,high,none,0,0.67
Scheme 54,residential,12,good,low,medium,5,yes,2.5,93.0,Safe,22.7411,75.8673,54,low,full,1,0.4
Chhota Bangarda,residential,20,medium,medium,low,15,no,5.0,14.0,Unsafe,22.7823,75.9123,76,low,none,0,0.6
Juni Indore,market,17,medium,medium,medium,8,no,3.0,36.7,Unsafe,22.7123,75.8512,16,high,partial,0,0.63
South Tukoganj,commercial,8,good,low,high,4,yes,0.8,90.8,Safe,22.7148,75.8826,12,low,full,0,0.42
Bapat Square,commercial,21,good,low,high,1,yes,1.4,69.1,Medium,22.7234,75.8867,36,low,full,0,0.59
Limbodi,residential,10,medium,medium,low,14,no,5.5,28.0,Unsafe,22.8123,75.8456,84,medium,partial,0,0.4
Chappan Dukan,market,21,good,low,high,4,yes,1.0,78.5,Safe,22.7312,75.8823,43,low,full,0,0.85
LIG Colony,residential,21,good,low,medium,2,yes,2.4,66.6,Medium,22.7423,75.8734,55,low,partial,1,0.54
Raoji Bazar,market,10,medium,medium,high,9,yes,1.8,52.7,Medium,22.7198,75.8534,11,high,partial,0,0.63
Jawahar Marg,commercial,6,good,low,medium,7,yes,1.5,84.2,Safe,22.7178,75.8712,22,low,partial,0,0.48
Annapurna Road,commercial,1,medium,medium,low,7,yes,3.0,32.5,Unsafe,22.6975,75.8782,7,low,partial,1,0.65
Anand Bazaar,commercial,17,good,low,high,1,yes,1.6,90.8,Safe,22.7167,75.8623,21,low,partial,0,0.42
Sudama Nagar,residential,13,medium,medium,low,10,no,4.5,46.3,Medium,22.6891,75.8731,4,low,partial,0,0.37
Murai Mohalla,residential,1,medium,medium,low,11,no,4.5,22.4,Unsafe,22.7145,75.8478,13,high,partial,0,0.51
Tejpur Gadbadi,isolated,23,poor,high,low,30,no,9.5,21.1,Unsafe,22.7534,75.9345,73,low,none,0,0.97
LIG Colony,residential,20,good,low,medium,0,yes,2.4,66.4,Medium,22.7423,75.8734,55,low,partial,1,0.56
Govind Colony,residential,6,medium,low,low,5,no,3.8,58.7,Medium,22.7312,75.8912,47,low,partial,0,0.43
Sudama Nagar,residential,16,medium,medium,low,9,no,4.5,46.4,Medium,22.6891,75.8731,4,low,partial,0,0.36
Nipania,residential,1,good,low,low,2,yes,2.2,59.5,Medium,22.7634,75.9123,71,low,partial,0,0.55
Bhanwarkuan,residential,14,medium,medium,medium,14,no,3.5,47.9,Medium,22.6812,75.8645,3,low,partial,0,0.41
Jawahar Marg,commercial,20,good,low,high,3,yes,1.5,69.0,Medium,22.7178,75.8712,22,low,partial,0,0.6
Tilak Nagar,residential,3,medium,medium,low,11,no,4.2,14.2,Unsafe,22.7089,75.8734,10,low,partial,1,0.58
Sarafa Bazar,market,1,good,low,low,5,yes,0.9,76.6,Safe,22.7167,75.8554,9,low,partial,0,0.84
Betma Road,isolated,15,poor,high,low,29,no,9.0,8.7,Unsafe,22.7123,75.7723,79,high,none,0,0.77
LIG Colony,residential,23,good,low,low,4,yes,2.4,59.2,Medium,22.7423,75.8734,55,low,partial,1,0.58
Hatod Road,isolated,16,poor,high,low,38,no,8.5,22.9,Unsafe,22.7823,75.7934,81,low,none,0,0.75
Bhagirathpura,residential,15,medium,medium,medium,13,no,4.0,32.7,Unsafe,22.7212,75.8489,28,high,partial,0,0.43
Chappan Dukan,market,20,good,low,high,3,yes,1.0,78.3,Safe,22.7312,75.8823,43,low,full,0,0.87
Kesar Bagh,residential,0,good,low,low,4,yes,2.3,59.8,Medium,22.7189,75.8734,29,low,partial,0,0.52
Murai Mohalla,residential,8,medium,medium,low,6,no,4.5,26.1,Unsafe,22.7145,75.8478,13,high,partial,0,0.39
Siyaganj,market,5,medium,medium,low,12,yes,2.0,10.9,Unsafe,22.7212,75.8623,17,high,partial,1,0.81
Navlakha,commercial,17,medium,low,high,6,yes,1.8,72.0,Safe,22.7156,75.8689,20,medium,partial,1,0.5
Rajwada,market,2,medium,medium,low,14,yes,1.5,18.6,Unsafe,22.718,75.8573,8,medium,partial,1,0.84
Chambal Colony,residential,13,poor,high,low,35,no,6.5,15.8,Unsafe,22.7289,75.8478,35,low,partial,0,0.36
Sanwer Road Indl,industrial,23,poor,high,low,31,no,7.0,21.1,Unsafe,22.7456,75.8123,74,medium,partial,0,0.95
Scheme 78,residential,16,good,low,medium,3,yes,2.2,92.7,Safe,22.7467,75.8756,78,low,full,0,0.43
LIG Colony,residential,12,good,low,medium,3,yes,2.4,93.0,Safe,22.7423,75.8734,55,low,partial,1,0.4
Palasia,commercial,21,good,low,high,5,yes,1.5,68.4,Medium,22.7197,75.8772,32,low,full,1,0.66
Super Corridor,commercial,11,good,low,medium,2,yes,2.0,92.3,Safe,22.8123,75.8934,85,low,full,0,0.47
Scheme 140,residential,21,good,low,medium,3,yes,2.8,65.9,Medium,22.7634,75.8734,69,low,partial,0,0.61
Bhanwarkuan,residential,9,medium,medium,medium,14,no,3.5,42.9,Medium,22.6812,75.8645,3,low,partial,0,0.41
Hatod Road,isolated,18,poor,high,low,33,no,8.5,22.9,Unsafe,22.7823,75.7934,81,low,none,0,0.85
Dewas Road,commercial,10,medium,medium,medium,7,yes,4.0,60.1,Medium,22.7456,75.8234,75,low,partial,0,0.49
Geeta Bhawan,residential,6,good,low,low,3,yes,2.8,80.9,Safe,22.7242,75.882,38,low,full,0,0.41
Bhagirathpura,residential,19,medium,medium,medium,13,no,4.0,27.8,Unsafe,22.7212,75.8489,28,high,partial,0,0.42
Palasia,commercial,21,good,low,high,3,yes,1.5,68.7,Medium,22.7197,75.8772,32,low,full,1,0.63
Bhawarkuan,residential,0,medium,medium,low,24,no,3.8,7.1,Unsafe,22.6812,75.8645,3,low,partial,1,0.59
Jawahar Marg,commercial,2,good,low,low,3,yes,1.5,58.7,Medium,22.7178,75.8712,22,low,partial,0,0.63
Govind Colony,residential,0,medium,low,low,9,no,3.8,34.0,Unsafe,22.7312,75.8912,47,low,partial,0,0.6
